"","Pct_Chg","Exchange","X1Y_Yield_d","X1Y_Yield_f","Int_d","Int_f","Infl_d","Infl_f","GDPG_d","GDPG_f","BOT_f","BOT_d","FER_f","lag1.Exchange","lag1.X1Y_Yield_d","lag1.X1Y_Yield_f","lag1.Infl_d","lag1.Infl_f","lag1.Int_d","lag1.Int_f","lag2.Exchange","lag2.X1Y_Yield_d","lag2.X1Y_Yield_f","lag2.Infl_d","lag2.Infl_f","lag2.Int_d","lag2.Int_f","lag3.Exchange","lag3.X1Y_Yield_d","lag3.X1Y_Yield_f","lag3.Infl_d","lag3.Infl_f","lag3.Int_d","lag3.Int_f","lag4.Exchange","lag4.X1Y_Yield_d","lag4.X1Y_Yield_f","lag4.Infl_d","lag4.Infl_f","lag4.Int_d","lag4.Int_f"
"365",-0.138124352574938,1298.8955,1.19821132854505,1.51370120730672,4.5,5,3.6,5.3,-97856.1058918361,1528.16801242185,1752.12,-27446,93634.3,1327.7571,-0.330466017788574,1.69836368099102,3.3,4.8,5,5,1291.405,-1.1,1.4,2.9,4,5.5,5,1252.8526,-0.194972602351609,0.380664305560565,3.5,3.6,5.5,5,1272.6343,1.41757809784125,-0.733423011981341,3.7,3.4,5.5,5.25
"366",-0.136761459578783,1295.0476,2.1,1.3,4,5,3.2,5,-96133,1424.9,1212.97,-29140,94255.5,1298.8955,1.19821132854505,1.51370120730672,3.6,5.3,4.5,5,1327.7571,-0.330466017788574,1.69836368099102,3.3,4.8,5,5,1291.405,-1.1,1.4,2.9,4,5.5,5,1252.8526,-0.194972602351609,0.380664305560565,3.5,3.6,5.5,5
"367",-0.145692268713272,1305.2381,1.41539708442415,1.37700532505432,3.75,4.75,2.7,4.8,-99034.4867963073,1136.68749547552,284.69,-30081,97059.4,1295.0476,2.1,1.3,3.2,5,4,5,1298.8955,1.19821132854505,1.51370120730672,3.6,5.3,4.5,5,1327.7571,-0.330466017788574,1.69836368099102,3.3,4.8,5,5,1291.405,-1.1,1.4,2.9,4,5.5,5
"368",-0.133150474132895,1285.6522,-0.10898382293969,1.52749382817551,3.75,4.5,2.7,4.7,-103312.816864549,746.121851472587,428.36,-28171,99024.9,1305.2381,1.41539708442415,1.37700532505432,2.7,4.8,3.75,4.75,1295.0476,2.1,1.3,3.2,5,4,5,1298.8955,1.19821132854505,1.51370120730672,3.6,5.3,4.5,5,1327.7571,-0.330466017788574,1.69836368099102,3.3,4.8,5,5
"369",-0.136233392663491,1293.8333,-1.3,1.4,3.5,4,2.6,3.3,-104468,374.5,737.66,-31141,100084,1285.6522,-0.10898382293969,1.52749382817551,2.7,4.7,3.75,4.5,1305.2381,1.41539708442415,1.37700532505432,2.7,4.8,3.75,4.75,1295.0476,2.1,1.3,3.2,5,4,5,1298.8955,1.19821132854505,1.51370120730672,3.6,5.3,4.5,5
"370",-0.131502907482979,1302.3636,-1.27186306064879,0.804726129902835,3,4,2.1,3.4,-99616.5361548847,125.716409331302,579.14,-30839,100474,1293.8333,-1.3,1.4,2.6,3.3,3.5,4,1285.6522,-0.10898382293969,1.52749382817551,2.7,4.7,3.75,4.5,1305.2381,1.41539708442415,1.37700532505432,2.7,4.8,3.75,4.75,1295.0476,2.1,1.3,3.2,5,4,5
"371",-0.0979308166289681,1282.1,-0.288201962712215,0.198545702213476,2.5,4,1.9,3.4,-92340.8859092269,34.055692798919,816.19,-29737,101653,1302.3636,-1.27186306064879,0.804726129902835,2.1,3.4,3,4,1293.8333,-1.3,1.4,2.6,3.3,3.5,4,1285.6522,-0.10898382293969,1.52749382817551,2.7,4.7,3.75,4.5,1305.2381,1.41539708442415,1.37700532505432,2.7,4.8,3.75,4.75
"372",-0.0583075714722373,1292.285,1.1,0.2,2,4,1.6,3.2,-87840,116.4,612.51,-26839,102821,1282.1,-0.288201962712215,0.198545702213476,1.9,3.4,2.5,4,1302.3636,-1.27186306064879,0.804726129902835,2.1,3.4,3,4,1293.8333,-1.3,1.4,2.6,3.3,3.5,4,1285.6522,-0.10898382293969,1.52749382817551,2.7,4.7,3.75,4.5
"373",-0.0332010446252372,1316.3381,2.39798108409691,1.18557163681583,1.75,4,1.1,2.6,-89868.9611767464,360.150570902971,55.45,-29355,104302,1292.285,1.1,0.2,1.6,3.2,2,4,1282.1,-0.288201962712215,0.198545702213476,1.9,3.4,2.5,4,1302.3636,-1.27186306064879,0.804726129902835,2.1,3.4,3,4,1293.8333,-1.3,1.4,2.6,3.3,3.5,4
"374",-0.0512664168015723,1320.5526,3.33586574786262,2.56350854815577,1.75,4,1.1,2.6,-96407.3802392841,634.785006961367,551.87,-32287,105092,1316.3381,2.39798108409691,1.18557163681583,1.1,2.6,1.75,4,1292.285,1.1,0.2,1.6,3.2,2,4,1282.1,-0.288201962712215,0.198545702213476,1.9,3.4,2.5,4,1302.3636,-1.27186306064879,0.804726129902835,2.1,3.4,3,4
"375",-0.0238110860282615,1322.9048,3.7,3.5,1.75,4,1.5,2.3,-103991,780.3,1261.22,-30825,106092,1320.5526,3.33586574786262,2.56350854815577,1.1,2.6,1.75,4,1316.3381,2.39798108409691,1.18557163681583,1.1,2.6,1.75,4,1292.285,1.1,0.2,1.6,3.2,2,4,1282.1,-0.288201962712215,0.198545702213476,1.9,3.4,2.5,4
