"","X","Date","Infl_d","BOT_d","Yield_d","FER_d","Int_d","PrimeRate_d","X1Y_Yield_d","GDPG_d","CA_d","FDI_d","Country.x","Infl_f","BOT_f","Yield_f","FER_f","Int_f","PrimeRate_f","GDPG_f","CA_f","FDI_f","Country.y","Exchange","Exchange_fut","Pct_Chg","X1Y_Yield_f"
"4192",4192,"2004-08-01",2.9,-51293,4.47,81375,1.25,4.25,3.38227832580646,-157647.102123333,32925.5942758276,2.13,"usa",4.49,-831,10.19,659686000,NA,NA,259.770957491269,3067978.31407107,8.380918,"mexico",11.4678,10.4581,-0.0880465302847975,0.658979236591036
"4194",4194,"2004-09-01",2.7,-53316,4.12,82603,1.25,4.43,3.63441080474297,-157341.403695458,32473.1328660708,1.99,"usa",2.3,1588.1,NA,205997,2,NA,0.991667743962261,2.22,NA,"europe",0.820277253711755,0.896458987001345,0.0928731510533391,0.438788299373691
"4195",4195,"2004-09-01",2.7,-53316,4.12,82603,1.25,4.43,3.63441080474297,-157341.403695458,32473.1328660708,1.99,"usa",-0.2,572.93,1.56,827954,NA,1.75,1666.22787515505,7692.4098301731,0.028,"japan",110.2336,118.6624,0.0764630747793777,0.0961382879428263
"4201",4201,"2004-09-01",2.7,-53316,4.12,82603,1.25,4.43,3.63441080474297,-157341.403695458,32473.1328660708,1.99,"usa",1.8,5999,4.61,35891,NA,3.75,8026.20688139328,683.505228968336,2.66,"canada",1.3127,1.3963,0.0636855336329703,1.18664801637795
"4202",4202,"2004-09-01",2.7,-53316,4.12,82603,1.25,4.43,3.63441080474297,-157341.403695458,32473.1328660708,1.99,"usa",4.8,1674.6,4.14,170492,3.75,5.81,3622.8133329886,2732622.56350574,161084.640484908,"korea",1158.0318,1178.6,0.0177613429959349,0.54009692957325
"4203",4203,"2004-09-01",2.7,-53316,4.12,82603,1.25,4.43,3.63441080474297,-157341.403695458,32473.1328660708,1.99,"usa",4.82,-672.82,10.2,662901000,NA,NA,-283.079182352744,2884959.49453244,8.486262,"mexico",11.3953,10.783,-0.0537326792625031,0.679018846190589
"4205",4205,"2004-10-01",2.5,-51489,4.11,82578,1.5,4.58,3.7,-159544,34113,2.21,"usa",2.1,1542.2,NA,207720,2,NA,2.48,2.32,NA,"europe",0.818062827225131,0.887547705689181,0.0849383154344546,0.4
"4206",4206,"2004-10-01",2.5,-51489,4.11,82578,1.5,4.58,3.7,-159544,34113,2.21,"usa",0,1213.23,1.42,830992,NA,1.7,1836.2,8241,0.03,"japan",110.0914,114.8,0.0427699166329069,0.1
"4212",4212,"2004-10-01",2.5,-51489,4.11,82578,1.5,4.58,3.7,-159544,34113,2.21,"usa",1.8,4443.5,4.63,36265,NA,4,7659,1001,2.87,"canada",1.2881,1.3634,0.0584581942395776,1.08
"4214",4214,"2004-10-01",2.5,-51489,4.11,82578,1.5,4.58,3.7,-159544,34113,2.21,"usa",3.9,2637.78,4.07,174448,3.5,5.74,4214.7,3374000,157264.40675715,"korea",1148.719,1165.4048,0.0145255715279367,0.4
"4215",4215,"2004-10-01",2.5,-51489,4.11,82578,1.5,4.58,3.7,-159544,34113,2.21,"usa",5.06,-443.78,10.27,656141000,NA,NA,-1194.93,3600720,8.644902,"mexico",11.487,10.9229,-0.0491076869504657,0.8
"4216",4216,"2004-11-01",3.2,-54961,4.02,84232,1.75,4.75,3.57029538159769,-166499.59705598,39675.5275010855,2.28,"usa",2.4,3962,NA,209158,2,NA,6.77542015175601,2.27,NA,"europe",0.799552250739586,0.853679358033123,0.0676967730920267,0.374466966477117
"4217",4217,"2004-11-01",3.2,-54961,4.02,84232,1.75,4.75,3.57029538159769,-166499.59705598,39675.5275010855,2.28,"usa",0.5,1154.05,1.49,837878,NA,1.7,1835.42250050019,8052.85899288331,0.017,"japan",108.7835,109.4955,0.00654511024190252,-0.012937007988527
"4223",4223,"2004-11-01",3.2,-54961,4.02,84232,1.75,4.75,3.57029538159769,-166499.59705598,39675.5275010855,2.28,"usa",2.3,4835.1,4.47,36460,NA,4.25,7705.13458570925,1025.51529888059,2.93,"canada",1.2469,1.3221,0.0603095677279655,0.959411269681783
"4224",4224,"2004-11-01",3.2,-54961,4.02,84232,1.75,4.75,3.57029538159769,-166499.59705598,39675.5275010855,2.28,"usa",3.8,2255.07,3.96,178388,3.5,5.71,4221.34508938893,3911684.19206822,153505.053841712,"korea",1141.57,1169.3409,0.0243269357113449,0.402056131609798
"4225",4225,"2004-11-01",3.2,-54961,4.02,84232,1.75,4.75,3.57029538159769,-166499.59705598,39675.5275010855,2.28,"usa",5.4,-610.72,NA,670846000,NA,NA,-2328.63136019843,5083151.76862303,8.690174,"mexico",11.4037,11.1796,-0.0196515166130291,0.96301111223169
"4227",4227,"2004-12-01",3.5,-58819,4.36,86702,1.75,4.93,3.42713404687486,-174847.343823986,47062.837569596,2.63,"usa",2.2,1435.2,NA,212191,2,NA,11.5741553728116,2.22,NA,"europe",0.769408324998076,0.85397096498719,0.109906063193852,0.348054432790449
"4229",4229,"2004-12-01",3.5,-58819,4.36,86702,1.75,4.93,3.42713404687486,-174847.343823986,47062.837569596,2.63,"usa",0.8,597.29,1.44,840087,NA,1.7,1744.83451649596,7466.35510530585,0.007,"japan",104.699,109.1778,0.0427778679834574,-0.179415224447241
"4234",4234,"2004-12-01",3.5,-58819,4.36,86702,1.75,4.93,3.42713404687486,-174847.343823986,47062.837569596,2.63,"usa",2.4,4649.4,4.45,34071,NA,4.25,7769.72683785557,832.943488210756,2.75,"canada",1.1968,1.313,0.0970922459893047,0.828064097152405
"4235",4235,"2004-12-01",3.5,-58819,4.36,86702,1.75,4.93,3.42713404687486,-174847.343823986,47062.837569596,2.63,"usa",3.3,2764.64,3.92,192602,3.25,5.6,3762.42827012773,4258940.13453661,149806.092738595,"korea",1086.435,1186.3889,0.0920017304302604,0.497544229122558
"4236",4236,"2004-12-01",3.5,-58819,4.36,86702,1.75,4.93,3.42713404687486,-174847.343823986,47062.837569596,2.63,"usa",5.43,-2351.54,NA,678726000,NA,NA,-3455.71426481584,6739848.65668431,8.977707,"mexico",11.371,11.1494,-0.0194881716647613,1.11396956914241
"4238",4238,"2005-01-01",3.3,-54500,4.21,86824,2,5.15,3.5,-179825,53195,2.75,"usa",2.4,4763.6,NA,211971,2,NA,13.9,2.28,NA,"europe",0.745934656124124,0.813140348024069,0.0900959505610662,0.3
"4239",4239,"2005-01-01",3.3,-54500,4.21,86824,2,5.15,3.5,-179825,53195,2.75,"usa",0.2,1133.21,1.4,844543,NA,1.55,1697.4,7054,0.007,"japan",103.8104,107.7377,0.0378314696793385,-0.3
"4245",4245,"2005-01-01",3.3,-54500,4.21,86824,2,5.15,3.5,-179825,53195,2.75,"usa",2.1,4193.4,4.3,34467,NA,4.25,7290,561,2.7,"canada",1.2189,1.3128,0.0770366724095495,0.68
"4247",4247,"2005-01-01",3.3,-54500,4.21,86824,2,5.15,3.5,-179825,53195,2.75,"usa",3,2229.7,3.82,199066,3.25,5.52,3062.2,4360040,146167.034447798,"korea",1050.3739,1192.3364,0.13515425316642,0.6
"4248",4248,"2005-01-01",3.3,-54500,4.21,86824,2,5.15,3.5,-179825,53195,2.75,"usa",5.19,-2257.81,NA,685653000,NA,NA,-4327.38,7863330,8.524341,"mexico",11.2012,11.2515,0.00449059029389708,1.2
"4249",4249,"2005-02-01",3,-55561,4.13,81366,2.25,5.25,3.90691051817314,-178258.917060154,55199.8512753861,2.96,"usa",1.9,-2780.4,NA,214077,2,NA,11.7879286039806,2.22,NA,"europe",0.762020879372095,0.791264440576041,0.0383763253679383,0.223676035180366
"4251",4251,"2005-02-01",3,-55561,4.13,81366,2.25,5.25,3.90691051817314,-178258.917060154,55199.8512753861,2.96,"usa",0.2,188.17,1.33,840966,NA,1.55,1778.28450392543,7212.67778395607,0.006,"japan",103.341,106.2685,0.0283285433661374,-0.290366048698028
"4256",4256,"2005-02-01",3,-55561,4.13,81366,2.25,5.25,3.90691051817314,-178258.917060154,55199.8512753861,2.96,"usa",1.9,3731,4.22,34590,NA,4.25,5919.61667192462,330.80419995349,2.67,"canada",1.2248,1.2958,0.0579686479425212,0.519041187046555
"4257",4257,"2005-02-01",3,-55561,4.13,81366,2.25,5.25,3.90691051817314,-178258.917060154,55199.8512753861,2.96,"usa",3.4,3004.02,4.87,199699,3.25,5.58,2325.83477152067,4177722.8180788,142587.389969322,"korea",1037.9825,1183.345,0.140043305161696,0.649458024761712
"4258",4258,"2005-02-01",3,-55561,4.13,81366,2.25,5.25,3.90691051817314,-178258.917060154,55199.8512753861,2.96,"usa",4.54,-1146.46,NA,692600000,NA,NA,-4737.31699817904,7954468.68551088,9.142107,"mexico",11.2627,10.9203,-0.0304012359380967,1.17045779596369
"4260",4260,"2005-03-01",3,-57454,4.37,80168,2.25,5.49,4.32001597072054,-173329.81360119,51036.2946333231,3.2,"usa",2.1,2374.4,NA,206874,2,NA,7.31763669071731,2.27,NA,"europe",0.768462306923845,0.791139240506329,0.0295094936708865,0.168993969464513
"4261",4261,"2005-03-01",3,-57454,4.37,80168,2.25,5.49,4.32001597072054,-173329.81360119,51036.2946333231,3.2,"usa",-0.1,1084.05,1.46,840564,NA,1.55,1881.45998478703,7636.76234119609,0.007,"japan",104.9442,106.7079,0.0168060740850852,-0.126625538302011
"4267",4267,"2005-03-01",3,-57454,4.37,80168,2.25,5.49,4.32001597072054,-173329.81360119,51036.2946333231,3.2,"usa",2.1,4378.4,4.29,35561,NA,4.25,4177.99687829557,197.09118855901,2.78,"canada",1.2401,1.3299,0.0724135150391098,0.38813263204947
"4268",4268,"2005-03-01",3,-57454,4.37,80168,2.25,5.49,4.32001597072054,-173329.81360119,51036.2946333231,3.2,"usa",3.4,2004.18,4.76,202162,3.25,5.53,1682.20321613011,3748595.04649595,139066.670303167,"korea",1023.1105,1167.5316,0.141158848433283,0.691948376158741
"4269",4269,"2005-03-01",3,-57454,4.37,80168,2.25,5.49,4.32001597072054,-173329.81360119,51036.2946333231,3.2,"usa",4.27,-573,NA,689515000,NA,NA,-4649.16227690243,7347551.80465625,9.571244,"mexico",11.1373,11.0319,-0.00946369407306973,0.983621395758283
"4271",4271,"2005-04-01",3.1,-52619,4.49,78942,2.5,5.58,4.3,-169807,38871,3.35,"usa",2.1,2268.9,NA,203802,2,NA,3.58,2.29,NA,"europe",0.758437618505878,0.815594160345812,0.075360900415953,0.2
"4272",4272,"2005-04-01",3.1,-52619,4.49,78942,2.5,5.58,4.3,-169807,38871,3.35,"usa",0,1110.59,1.3,837718,NA,1.65,1853.1,7845,0.01,"japan",105.2543,108.5157,0.0309859074641131,0.2
"4278",4278,"2005-04-01",3.1,-52619,4.49,78942,2.5,5.58,4.3,-169807,38871,3.35,"usa",2.3,4089,4.32,36250,NA,4.25,2801,198,3,"canada",1.216,1.3286,0.0925986842105263,0.34
"4280",4280,"2005-04-01",3.1,-52619,4.49,78942,2.5,5.58,4.3,-169807,38871,3.35,"usa",3,1172.63,4.77,205447,3.25,5.63,1241.1,3127730,135604.386449332,"korea",1007.7761,1166.287,0.157287814227783,0.8
"4281",4281,"2005-04-01",3.1,-52619,4.49,78942,2.5,5.58,4.3,-169807,38871,3.35,"usa",4.39,-157.79,NA,690132000,NA,NA,-4069.04,6585220,9.995271,"mexico",11.1552,11.019,-0.0122095524956971,0.6
"4282",4282,"2005-05-01",3.5,-57115,4.2,79526,2.75,5.75,3.58724773089493,-171130.549518219,18906.3636936665,3.33,"usa",2.1,13.1,NA,206530,2,NA,2.82471728417333,2.1,NA,"europe",0.772618403770378,0.834097923096171,0.0795729418633738,0.353051115023642
"4283",4283,"2005-05-01",3.5,-57115,4.2,79526,2.75,5.75,3.58724773089493,-171130.549518219,18906.3636936665,3.33,"usa",0.1,947.53,1.24,843601,NA,1.55,1602.20985416845,7504.28172314426,0.007,"japan",107.1938,107.6564,0.00431554810072979,0.663290091669528
"4289",4289,"2005-05-01",3.5,-57115,4.2,79526,2.75,5.75,3.58724773089493,-171130.549518219,18906.3636936665,3.33,"usa",2.4,4601.8,4.21,35602,NA,4.25,2349.47280066634,334.712345749893,2.82,"canada",1.2359,1.342,0.0858483696091917,0.409238796946813
"4290",4290,"2005-05-01",3.5,-57115,4.2,79526,2.75,5.75,3.58724773089493,-171130.549518219,18906.3636936665,3.33,"usa",3.1,1628.01,4.62,206376,3.25,5.59,1065.1380467506,2401633.79487584,132200.049407818,"korea",1010.0667,1152.8636,0.14137373304159,1.01863028786187
"4291",4291,"2005-05-01",3.5,-57115,4.2,79526,2.75,5.75,3.58724773089493,-171130.549518219,18906.3636936665,3.33,"usa",4.6,-634.63,NA,672912000,NA,NA,-3060.35361004839,6093110.89674084,10.22423,"mexico",11.1121,11.2701,0.0142187345326265,0.0440465928024547
"4293",4293,"2005-06-01",2.8,-56264,4.03,77742,2.75,5.98,2.64095021839114,-175423.58695644,-512.312399184593,3.32,"usa",2,979.2,NA,200023,2,NA,3.93677934580066,2.1,NA,"europe",0.787587619122627,0.833333333333333,0.0580833333333335,0.553747467129278
"4294",4294,"2005-06-01",2.8,-56264,4.03,77742,2.75,5.98,2.64095021839114,-175423.58695644,-512.312399184593,3.32,"usa",0.1,284.74,1.24,842468,NA,1.5,1289.1218406522,6874.07701139129,0.007,"japan",106.5952,112.196,0.0525427036114196,1.0970284887664
"4298",4298,"2005-06-01",2.8,-56264,4.03,77742,2.75,5.98,2.64095021839114,-175423.58695644,-512.312399184593,3.32,"usa",1.6,3960.2,3.98,35034,NA,4.25,2684.21157488809,460.580646442094,2.73,"canada",1.2555,1.3789,0.0982875348466746,0.557923893168233
"4301",4301,"2005-06-01",2.8,-56264,4.03,77742,2.75,5.98,2.64095021839114,-175423.58695644,-512.312399184593,3.32,"usa",3.1,1960.92,4.34,206100,3.25,5.5,1028.20330979629,1782543.75355366,128853.170178624,"korea",1001.8386,1177.875,0.175713333465091,1.28281041439063
"4302",4302,"2005-06-01",2.8,-56264,4.03,77742,2.75,5.98,2.64095021839114,-175423.58695644,-512.312399184593,3.32,"usa",4.6,10.8,NA,660812000,NA,NA,-1915.62366461148,5828850.05061662,9.491341,"mexico",10.9764,11.5199,0.0495153237855763,-0.404010707731099
"4304",4304,"2005-07-01",2.5,-58260,3.94,76594,3.25,6.01,2.1,-179480,-9004.00000000001,3.45,"usa",2.1,5287.5,NA,197945,2,NA,4.96,1.98,NA,"europe",0.822706705059646,0.823316318129425,0.00074098468631627,0.7
"4305",4305,"2005-07-01",2.5,-58260,3.94,76594,3.25,6.01,2.1,-179480,-9004.00000000001,3.45,"usa",-0.5,858.32,1.14,843537,NA,1.45,1137,6362,0.009,"japan",108.7473,109.4336,0.00631096128363649,1.3
"4308",4308,"2005-07-01",2.5,-58260,3.94,76594,3.25,6.01,2.1,-179480,-9004.00000000001,3.45,"usa",1.7,3968.1,3.81,34924,NA,4.25,3491,392,2.73,"canada",1.2402,1.3578,0.0948234155781325,0.73
"4313",4313,"2005-07-01",2.5,-58260,3.94,76594,3.25,6.01,2.1,-179480,-9004.00000000001,3.45,"usa",2.8,2418.97,4.8,204986,3.25,5.5,957,1514130,125563.259761751,"korea",1012.46,1159.0227,0.144759002824803,1.5
"4314",4314,"2005-07-01",2.5,-58260,3.94,76594,3.25,6.01,2.1,-179480,-9004.00000000001,3.45,"usa",4.33,-53.83,NA,665625000,NA,NA,-984.65,5633060,9.405144,"mexico",10.8197,11.3926,0.0529497120992265,-0.4
"4315",4315,"2005-08-01",3.2,-58063,4.28,74620,3.25,6.25,2.38483929898787,-181136.588570675,224.286542540318,3.8,"usa",2.2,5261.2,NA,194367,2,NA,4.49801707414086,2.14,NA,"europe",0.83049580599618,0.815261699005381,-0.018343388227621,0.719675060280621
"4316",4316,"2005-08-01",3.2,-58063,4.28,74620,3.25,6.25,2.38483929898787,-181136.588570675,224.286542540318,3.8,"usa",-0.3,861.95,1.3,839378,NA,1.45,1294.45385717854,6267.82495309653,0.015,"japan",111.9535,109.4871,-0.0220305751941655,1.14090938572362
"4320",4320,"2005-08-01",3.2,-58063,4.28,74620,3.25,6.25,2.38483929898787,-181136.588570675,224.286542540318,3.8,"usa",2,4524.6,3.93,33328,NA,4.25,4530.75138466927,57.4945651950852,2.98,"canada",1.2229,1.3225,0.0814457437239348,0.876596217758787
"4323",4323,"2005-08-01",3.2,-58063,4.28,74620,3.25,6.25,2.38483929898787,-181136.588570675,224.286542540318,3.8,"usa",2.6,1726.69,5.03,205685,3.25,5.51,751.590819254713,1758740.150566,122329.829157199,"korea",1036.56,1158.7,0.117832059890407,1.59824304601302
"4324",4324,"2005-08-01",3.2,-58063,4.28,74620,3.25,6.25,2.38483929898787,-181136.588570675,224.286542540318,3.8,"usa",4.47,-721.34,NA,629242000,NA,NA,-543.539672738525,5400510.32011835,9.471957,"mexico",10.6724,11.4678,0.0745286908286797,0.257059536530199
"4326",4326,"2005-09-01",3.6,-58388,4.04,72243,3.25,6.44,3.04210908164085,-182401.801536012,19613.3623708227,3.77,"usa",2.2,-3403.8,NA,195561,2,NA,3.39376444459859,2.14,NA,"europe",0.813338755591704,0.820277253711755,0.00853088343860268,0.660460606462821
"4327",4327,"2005-09-01",3.6,-58388,4.04,72243,3.25,6.44,3.04210908164085,-182401.801536012,19613.3623708227,3.77,"usa",-0.3,102.57,1.34,847766,NA,1.6,1611.87487482637,6459.96665027581,0.029,"japan",110.6065,110.2336,-0.00337141126425663,0.76814121286606
"4331",4331,"2005-09-01",3.6,-58388,4.04,72243,3.25,6.44,3.04210908164085,-182401.801536012,19613.3623708227,3.77,"usa",2,1342.13,4.84,206712,3.25,5.49,605.472433573628,2353431.79114127,119152.389364968,"korea",1021.6804,1158.0318,0.133457977661116,1.58792107738986
"4334",4334,"2005-09-01",3.6,-58388,4.04,72243,3.25,6.44,3.04210908164085,-182401.801536012,19613.3623708227,3.77,"usa",2.6,5500.3,3.78,34299,NA,4.25,5864.89756289282,-165.895255808868,2.94,"canada",1.2043,1.3127,0.0900107946524953,0.977579202685005
"4335",4335,"2005-09-01",3.6,-58388,4.04,72243,3.25,6.44,3.04210908164085,-182401.801536012,19613.3623708227,3.77,"usa",3.95,-636.56,NA,657478000,NA,NA,-573.628620207187,5242558.733618,9.122425,"mexico",10.6862,11.3953,0.0663566094589284,1.19538439812908
"4337",4337,"2005-10-01",4.7,-64923,4.32,71273,3.5,6.59,3.4,-186327,38016,4.01,"usa",2.6,16,NA,194738,2,NA,3.05,2.23,NA,"europe",0.817394147457904,0.818062827225131,0.000818062827225592,0.6
"4338",4338,"2005-10-01",4.7,-64923,4.32,71273,3.5,6.59,3.4,-186327,38016,4.01,"usa",-0.3,948.59,1.45,843563,NA,1.55,1865.1,6699,0.044,"japan",111.239,110.0914,-0.0103165256789436,0.4
"4344",4344,"2005-10-01",4.7,-64923,4.32,71273,3.5,6.59,3.4,-186327,38016,4.01,"usa",2.5,1800.53,5.12,206731,3.25,5.61,785.5,3053940,116030.451385057,"korea",1029.8433,1148.719,0.115430862151553,1.5
"4345",4345,"2005-10-01",4.7,-64923,4.32,71273,3.5,6.59,3.4,-186327,38016,4.01,"usa",3.2,6166.4,3.96,33599,NA,4.5,7630,211,3.3,"canada",1.1777,1.2881,0.0937420395686508,1.02
"4347",4347,"2005-10-01",4.7,-64923,4.32,71273,3.5,6.59,3.4,-186327,38016,4.01,"usa",3.51,-330.11,8.6,678046000,NA,NA,-982.559999999999,5324710,8.678487,"mexico",10.7858,11.487,0.0650114038828831,1.9
"4348",4348,"2005-11-01",4.3,-67140,4.55,70218,3.75,6.75,3.02154322130175,-194676.281384265,46837.6382843203,4.31,"usa",2.5,-1215.8,NA,194948,2,NA,4.33395516000397,2.41,NA,"europe",0.831808351355848,0.799552250739586,-0.0387782841608701,0.597878273483504
"4349",4349,"2005-11-01",4.3,-67140,4.55,70218,3.75,6.75,3.02154322130175,-194676.281384265,46837.6382843203,4.31,"usa",-0.79,817.86,1.54,841792,NA,1.8,1899.78953193219,6816.56661261778,0.107,"japan",114.8695,108.7835,-0.0529818620260382,0.206405698769322
"4355",4355,"2005-11-01",4.3,-67140,4.55,70218,3.75,6.75,3.02154322130175,-194676.281384265,46837.6382843203,4.31,"usa",2.3,2700.01,5.55,207307,3.5,5.73,1406.98015771203,3635333.7510083,112963.526217466,"korea",1045.8775,1141.57,0.0914949408511034,1.37358271327124
"4356",4356,"2005-11-01",4.3,-67140,4.55,70218,3.75,6.75,3.02154322130175,-194676.281384265,46837.6382843203,4.31,"usa",2.6,7477.8,4.17,34214,NA,4.75,9790.26240139733,1439.23531939569,3.53,"canada",1.1774,1.2469,0.0590283675896041,1.00289485053656
"4357",4357,"2005-11-01",4.3,-67140,4.55,70218,3.75,6.75,3.02154322130175,-194676.281384265,46837.6382843203,4.31,"usa",3.05,-679.49,8.93,702635000,9.25,NA,-1654.30510640492,5747315.97093389,8.837614,"mexico",10.8354,11.4037,0.052448455986858,2.00178933515082
"4359",4359,"2005-12-01",3.5,-64090,4.5,68773,4,7,2.409131973564,-204064.688380991,47694.3814344124,4.34,"usa",2.3,-3598.7,NA,192696,2,NA,5.97075546839759,2.64,NA,"europe",0.848248367121893,0.769408324998076,-0.0929445256597679,0.641447144056475
"4360",4360,"2005-12-01",3.5,-64090,4.5,68773,4,7,2.409131973564,-204064.688380991,47694.3814344124,4.34,"usa",-0.99,594.41,1.44,843268,NA,1.9,1840.89717856082,6928.574906024,0.08,"japan",118.454,104.699,-0.116121025883465,0.163739993102698
"4365",4365,"2005-12-01",3.5,-64090,4.5,68773,4,7,2.409131973564,-204064.688380991,47694.3814344124,4.34,"usa",2,6103.8,4.07,34199,NA,4.75,11620.4574327999,2817.40778420078,3.8,"canada",1.1815,1.1968,0.0129496402877699,0.973240777573229
"4367",4367,"2005-12-01",3.5,-64090,4.5,68773,4,7,2.409131973564,-204064.688380991,47694.3814344124,4.34,"usa",2.5,1976.64,5.76,208230,3.5,5.71,1979.02547442772,3950017.6003998,109951.124862197,"korea",1040.76,1086.435,0.0438861985472155,1.28032009086474
"4368",4368,"2005-12-01",3.5,-64090,4.5,68773,4,7,2.409131973564,-204064.688380991,47694.3814344124,4.34,"usa",2.91,-1456.51,8.6,708790000,9,NA,-2378.14778048569,6350116.86676321,8.447066,"mexico",10.6715,11.371,0.0655484233706602,1.71506570780738
"4370",4370,"2006-01-01",3.4,-64366,4.39,65127,4,7.15,2.3,-209820,44755,4.38,"usa",2.2,-2993.6,NA,184714,2.25,NA,6.15,2.71,NA,"europe",0.843099232779698,0.745934656124124,-0.115246904371176,0.7
"4371",4371,"2006-01-01",3.4,-64366,4.39,65127,4,7.15,2.3,-209820,44755,4.38,"usa",-0.4,908.3,1.47,846897,NA,1.85,1883.2,7222,0.09,"japan",118.4624,103.8104,-0.123684814759789,0.2
"4376",4376,"2006-01-01",3.4,-64366,4.39,65127,4,7.15,2.3,-209820,44755,4.38,"usa",2.1,6462.4,3.98,33018,NA,5,12223,3406,3.94,"canada",1.1615,1.2189,0.0494188549289713,0.99
"4378",4378,"2006-01-01",3.4,-64366,4.39,65127,4,7.15,2.3,-209820,44755,4.38,"usa",2.6,1445.69,5.63,210391,3.75,5.74,1859.2,3869730,106992.758319248,"korea",1022.381,1050.3739,0.02738010585095,1.3
"4380",4380,"2006-01-01",3.4,-64366,4.39,65127,4,7.15,2.3,-209820,44755,4.38,"usa",3.33,-1207.6,8.24,730253000,8.25,NA,-2919.7,6907700,7.867982,"mexico",10.6266,11.2012,0.0540718574144129,1.4
"4381",4381,"2006-02-01",4,-66680,4.53,65594,4.5,7.26,3.15491374173105,-208732.693299671,41799.7158757339,4.58,"usa",2.4,-10784.9,NA,188714,2.25,NA,3.74431043399141,2.77,NA,"europe",0.824674253669801,0.762020879372095,-0.0759734816733983,0.751774808748325
"4382",4382,"2006-02-01",4,-66680,4.53,65594,4.5,7.26,3.15491374173105,-208732.693299671,41799.7158757339,4.58,"usa",-0.1,-394.39,1.55,851666,NA,1.8,2141.87690398157,7792.39007791381,0.096,"japan",115.4765,103.341,-0.105090646148784,0.255690041421315
"4388",4388,"2006-02-01",4,-66680,4.53,65594,4.5,7.26,3.15491374173105,-208732.693299671,41799.7158757339,4.58,"usa",2.2,168.56,5.46,216933,3.75,5.79,683.766327674942,3348980.40095635,104087.937588619,"korea",981.435,1037.9825,0.0576171626241169,1.46668536016129
"4389",4389,"2006-02-01",4,-66680,4.53,65594,4.5,7.26,3.15491374173105,-208732.693299671,41799.7158757339,4.58,"usa",2.8,5519,4.17,32959,NA,5.25,11026.791602334,2586.97156462956,3.87,"canada",1.1572,1.2248,0.0584168683027999,1.08182438009498
"4390",4390,"2006-02-01",4,-66680,4.53,65594,4.5,7.26,3.15491374173105,-208732.693299671,41799.7158757339,4.58,"usa",3.94,694.28,8.21,702890000,7.75,NA,-3099.46767941957,7243090.6109609,7.58466,"mexico",10.5422,11.2627,0.0683443683481628,1.3357831228665
"4392",4392,"2006-03-01",3.6,-62851,4.54,65364,4.5,7.5,4.32877043151057,-203444.037532615,41054.5563359723,4.73,"usa",2.3,-4126.4,NA,185885,2.25,NA,0.358398866996245,2.85,NA,"europe",0.837520938023451,0.768462306923845,-0.0824560055329295,0.810787854348317
"4393",4393,"2006-03-01",3.6,-62851,4.54,65364,4.5,7.5,4.32877043151057,-203444.037532615,41054.5563359723,4.73,"usa",-0.1,909.77,1.59,850058,NA,2,2413.71418870814,8369.58557748006,0.181,"japan",117.8605,104.9442,-0.109589726838084,0.321343259167592
"4397",4397,"2006-03-01",3.6,-62851,4.54,65364,4.5,7.5,4.32877043151057,-203444.037532615,41054.5563359723,4.73,"usa",2,279.17,5.24,215950,4,5.76,-796.218775728937,2673362.251704,101236.173670312,"korea",969.8447,1023.1105,0.0549219890565985,1.63153929989193
"4399",4399,"2006-03-01",3.6,-62851,4.54,65364,4.5,7.5,4.32877043151057,-203444.037532615,41054.5563359723,4.73,"usa",2.2,4755.3,4.13,32684,NA,5.25,8766.68011331496,1028.19004493166,4.02,"canada",1.1489,1.2401,0.0793802767864914,1.15612435368875
"4401",4401,"2006-03-01",3.6,-62851,4.54,65364,4.5,7.5,4.32877043151057,-203444.037532615,41054.5563359723,4.73,"usa",3.75,230.54,7.84,703995000,7.5,NA,-2957.53248007227,7373065.651181,7.445218,"mexico",10.4842,11.1373,0.0622937372427081,1.47768610397472
"4403",4403,"2006-04-01",3.4,-62574,4.85,65354,4.5,7.53,4.9,-198058,44357,4.82,"usa",2.2,-954.4,NA,178392,2.25,NA,-1.72,3.08,NA,"europe",0.83139341536415,0.758437618505878,-0.0877512324611296,0.9
"4404",4404,"2006-04-01",3.4,-62574,4.85,65354,4.5,7.53,4.9,-198058,44357,4.82,"usa",-0.2,939.16,1.75,852030,0,2.1,2415.9,8592,0.301,"japan",117.2778,105.2543,-0.102521534339832,0.4
"4409",4409,"2006-04-01",3.4,-62574,4.85,65354,4.5,7.53,4.9,-198058,44357,4.82,"usa",2,895.13,5.45,217344,4,5.89,-1551,2211240,98436.9775643244,"korea",974.7109,1007.7761,0.0339230842704232,1.6
"4410",4410,"2006-04-01",3.4,-62574,4.85,65354,4.5,7.53,4.9,-198058,44357,4.82,"usa",2.2,4085.3,4.26,36034,NA,5.5,6504,-280.999999999999,4.06,"canada",1.1573,1.216,0.0507215069558455,1.09
"4413",4413,"2006-04-01",3.4,-62574,4.85,65354,4.5,7.53,4.9,-198058,44357,4.82,"usa",3.41,-191.75,8.49,735171000,7.25,NA,-2588.87,7362840,7.545682,"mexico",10.7493,11.1552,0.0377605983645447,1.7
